Gender Rank,Occupation,Gender,Individuals,Average Taxable Income $,,,,
923,Handyperson,Male,"10,497","37,660",,,,
811,Hat maker; Milliner,Female,36,"35,437",,,,
712,Hat maker; Milliner,Male,56,"50,113",,,,
285,Health and welfare service manager – other,Female,"6,757","63,941",,,,
246,Health and welfare service manager – other,Male,"2,926","87,027",,,,
262,Health information manager,Female,"1,830","65,412",,,,
230,Health information manager,Male,592,"88,770",,,,
354,Health inspector,Female,624,"59,586",,,,
277,Health inspector,Male,779,"83,431",,,,
229,Health practice manager,Female,"4,240","68,452",,,,
199,Health practice manager,Male,693,"94,104",,,,
531,Health promotion officer,Female,"2,596","49,436",,,,
542,Health promotion officer,Male,709,"62,388",,,,
176,Helicopter pilot,Female,43,"74,416",,,,
126,Helicopter pilot,Male,"1,462","107,162",,,,
1036,Herbalist; Masseur or masseuse – other,Female,320,"25,120",,,,
1054,Herbalist; Masseur or masseuse – other,Male,146,"27,861",,,,
794,Hide and skin processing machine operator,Female,70,"36,432",,,,
811,Hide and skin processing machine operator,Male,206,"45,399",,,,
452,Historian,Female,299,"53,315",,,,
488,Historian,Male,209,"65,793",,,,
901,Homeopath,Female,36,"32,132",,,,
826,Homeopath,Male,14,"44,301",,,,
882,Horse breaker or trainer; Stable manager,Female,802,"32,772",,,,
774,Horse breaker or trainer; Stable manager,Male,"1,239","47,265",,,,
821,Horse breeder,Female,111,"34,924",,,,
619,Horse breeder,Male,114,"55,914",,,,
1049,Horse riding coach or instructor,Female,340,"24,509",,,,
902,Horse riding coach or instructor,Male,95,"39,274",,,,
808,Horticulturist – nursery; Nurseryperson,Female,"2,305","35,620",,,,
770,Horticulturist – nursery; Nurseryperson,Male,"2,705","47,504",,,,
758,Hospital orderly; Theatre attendant – medical; Ward assistant,Female,"6,435","38,260",,,,
843,Hospital orderly; Theatre attendant – medical; Ward assistant,Male,"8,830","43,105",,,,
244,Hospital pharmacist,Female,"2,945","66,699",,,,
362,Hospital pharmacist,Male,967,"75,231",,,,
554,Hostel manager; Lodge manager,Female,538,"48,419",,,,
665,Hostel manager; Lodge manager,Male,456,"53,063",,,,
875,Hostel parent,Female,95,"33,007",,,,
933,Hostel parent,Male,59,"37,079",,,,
480,Hotel manager; Motel manager,Female,"5,546","52,039",,,,
480,Hotel manager; Motel manager,Male,"8,271","66,061",,,,
893,Hotel receptionist; Motel receptionist,Female,"5,475","32,462",,,,
998,Hotel receptionist; Motel receptionist,Male,"1,574","32,819",,,,
879,House painter; Painter and decorator; Paperhanger,Female,619,"32,885",,,,
808,House painter; Painter and decorator; Paperhanger,Male,"16,302","45,621",,,,
995,Housekeeper – commercial,Female,"17,820","27,780",,,,
1063,Housekeeper – commercial,Male,"3,979","26,771",,,,
1041,Housekeeper – domestic,Female,"5,057","24,862",,,,
1097,Housekeeper – domestic,Male,616,"22,448",,,,
65,Human resource manager; Industrial relations manager; Personnel and industrial relations manager,Female,"16,484","101,256",,,,
75,Human resource manager; Industrial relations manager; Personnel and industrial relations manager,Male,"7,120","130,555",,,,
246,Human resource officer; Personnel officer; Recruitment officer,Female,"20,369","66,621",,,,
258,Human resource officer; Personnel officer; Recruitment officer,Male,"4,982","85,641",,,,
670,Hunter-trapper; Shooter or trapper,Female,6,"42,244",,,,
844,Hunter-trapper; Shooter or trapper,Male,81,"42,953",,,,
516,Hunting guide,Male,4,"64,231",,,,
627,Illustrator,Female,97,"44,209",,,,
597,Illustrator,Male,175,"57,637",,,,
258,Immigration officer,Female,753,"65,723",,,,
367,Immigration officer,Male,635,"74,921",,,,
128,Industrial engineer,Female,252,"80,496",,,,
152,Industrial engineer,Male,"2,502","100,759",,,,
102,Industrial pharmacist,Female,472,"87,460",,,,
135,Industrial pharmacist,Male,293,"105,157",,,,
195,Industrial relations officer; Workplace relations adviser,Female,"1,185","72,172",,,,
228,Industrial relations officer; Workplace relations adviser,Male,"1,316","89,032",,,,
240,Insurance broker,Female,"3,169","66,982",,,,
84,Insurance broker,Male,"3,761","125,469",,,,
295,Insurance investigator,Female,258,"62,783",,,,
335,Insurance investigator,Male,332,"77,424",,,,
323,Insurance loss adjuster,Female,120,"61,100",,,,
225,Insurance loss adjuster,Male,326,"89,605",,,,
119,Insurance risk surveyor,Female,184,"82,355",,,,
116,Insurance risk surveyor,Male,294,"109,565",,,,
960,Integration aide (schools),Female,"3,041","29,453",,,,
1025,Integration aide (schools),Male,229,"30,323",,,,
201,Intelligence officer,Female,345,"71,403",,,,
238,Intelligence officer,Male,265,"88,081",,,,
25,Intensive care specialist,Female,133,"169,369",,,,
23,Intensive care specialist,Male,327,"308,033",,,,
499,Interior decorator,Female,763,"51,211",,,,
629,Interior decorator,Male,140,"55,339",,,,
490,Interior designer,Female,"4,120","51,702",,,,
454,Interior designer,Male,837,"67,976",,,,
137,Internal auditor,Female,"1,829","79,833",,,,
172,Internal auditor,Male,"2,220","98,558",,,,
789,Interpreter,Female,"2,512","36,587",,,,
850,Interpreter,Male,"1,499","42,556",,,,
194,Investigator – police; Police officer,Female,"14,449","72,428",,,,
261,Investigator – police; Police officer,Male,"40,211","85,451",,,,
69,Investment broker,Female,125,"99,997",,,,
27,Investment broker,Male,503,"286,530",,,,
1007,Ironer or presser – laundry,Female,257,"26,789",,,,
1081,Ironer or presser – laundry,Male,67,"25,177",,,,
100,IT account manager,Female,"1,115","87,674",,,,
104,IT account manager,Male,"3,125","113,716",,,,
123,IT business analyst,Female,"4,876","81,615",,,,
195,IT business analyst,Male,"11,207","94,742",,,,
62,IT business development manager,Female,915,"101,540",,,,
83,IT business development manager,Male,"3,587","127,050",,,,
497,IT customer support officer; IT help desk officer,Female,"4,854","51,306",,,,
628,IT customer support officer; IT help desk officer,Male,"13,991","55,355",,,,
493,IT hardware technician,Female,204,"51,614",,,,
606,IT hardware technician,Male,"3,376","56,929",,,,
59,IT manager – other,Female,"5,232","103,405",,,,
90,IT manager – other,Male,"25,389","121,031",,,,
236,IT network administrator,Female,822,"67,861",,,,
348,IT network administrator,Male,"8,420","76,733",,,,
205,IT network analyst,Female,448,"71,274",,,,
217,IT network analyst,Male,"2,639","91,080",,,,
83,IT project manager; Data processing manager,Female,"6,588","93,908",,,,
98,IT project manager; Data processing manager,Male,"16,053","118,032",,,,
220,IT quality assurance engineer,Female,493,"69,125",,,,
236,IT quality assurance engineer,Male,"1,121","88,200",,,,
763,IT sales assistant,Female,"1,491","37,998",,,,
755,IT sales assistant,Male,"3,125","47,952",,,,
251,IT sales representative,Female,"1,972","66,231",,,,
204,IT sales representative,Male,"5,584","93,644",,,,
110,IT security specialist,Female,308,"84,605",,,,
138,IT security specialist,Male,"2,476","104,294",,,,
269,IT support engineer,Female,"1,363","64,829",,,,
358,IT support engineer,Male,"12,071","75,838",,,,
215,IT systems test engineer,Female,735,"69,987",,,,
306,IT systems test engineer,Male,"2,896","80,441",,,,
284,IT trainer,Female,876,"64,043",,,,
417,IT trainer,Male,"1,017","71,733",,,,
612,Jewellery designer,Female,277,"45,031",,,,
631,Jewellery designer,Male,165,"55,174",,,,
674,Jockey,Female,200,"41,950",,,,
646,Jockey,Male,433,"54,286",,,,
693,Joiner; Wardrobe builder,Female,30,"41,121",,,,
736,Joiner; Wardrobe builder,Male,"2,359","48,963",,,,
863,Judge – horse or dog racing; Racecourse official; Steward – racing,Female,170,"33,459",,,,
679,Judge – horse or dog racing; Racecourse official; Steward – racing,Male,779,"52,121",,,,
1,Judge – law,Female,200,"355,844",,,,
13,Judge – law,Male,531,"381,323",,,,
970,Kindergarten assistant; Pre-school aide,Female,"4,639","29,029",,,,
948,Kindergarten assistant; Pre-school aide,Male,64,"36,043",,,,
861,Knitting machine operator,Female,164,"33,584",,,,
809,Knitting machine operator,Male,118,"45,569",,,,
324,Laboratory manager,Female,"2,092","61,067",,,,
269,Laboratory manager,Male,"2,026","84,514",,,,
451,Lagger,Female,12,"53,358",,,,
449,Lagger,Male,416,"68,541",,,,
208,Land economist,Female,40,"70,712",,,,
430,Land economist,Male,116,"70,592",,,,
386,Landscape architect,Female,891,"57,895",,,,
530,Landscape architect,Male,"1,636","63,200",,,,
807,Landscape gardener,Female,794,"35,684",,,,
858,Landscape gardener,Male,"14,330","42,244",,,,
898,Laundry worker,Female,"6,882","32,257",,,,
972,Laundry worker,Male,"2,628","34,516",,,,
561,Law clerk; Legal and related clerks,Female,"8,639","47,892",,,,
718,Law clerk; Legal and related clerks,Male,"2,874","49,930",,,,
70,Lawyer; Solicitor,Female,"27,816","99,891",,,,
68,Lawyer; Solicitor,Male,"20,854","138,379",,,,
1057,Lay preacher; Religious assistant,Female,411,"23,792",,,,
1061,Lay preacher; Religious assistant,Male,323,"27,148",,,,
1091,Leaflet or newspaper deliverer,Female,278,"16,620",,,,
1086,Leaflet or newspaper deliverer,Male,561,"24,109",,,,
933,Leather goods maker,Female,58,"30,904",,,,
900,Leather goods maker,Male,139,"39,864",,,,
460,Legal executive; Paralegal,Female,"5,229","52,918",,,,
345,Legal executive; Paralegal,Male,"1,348","76,823",,,,
573,Legal secretary General clerical workers,Female,"15,424","47,333",,,,
822,Legal secretary General clerical workers,Male,147,"44,480",,,,
479,Liaison officer,Female,"1,115","52,044",,,,
461,Liaison officer,Male,553,"67,479",,,,
355,Librarian,Female,"9,689","59,553",,,,
466,Librarian,Male,"1,621","67,121",,,,
781,Library assistant,Female,"4,906","36,813",,,,
992,Library assistant,Male,809,"33,271",,,,
624,Library officer; Library technician,Female,"5,109","44,307",,,,
709,Library officer; Library technician,Male,880,"50,338",,,,
648,Life science technician,Female,"1,280","43,270",,,,
694,Life science technician,Male,690,"51,376",,,,
1051,Lifeguard; Swimming pool attendant – lifeguard,Female,"2,568","24,334",,,,
1037,Lifeguard; Swimming pool attendant – lifeguard,Male,"4,276","29,329",,,,
539,Lift mechanic,Female,6,"48,968",,,,
226,Lift mechanic,Male,"1,501","89,590",,,,
675,Lighting technician,Female,171,"41,936",,,,
654,Lighting technician,Male,"1,242","53,925",,,,
878,Linemarker,Female,19,"32,896",,,,
601,Linemarker,Male,753,"57,375",,,,
1003,Livestock and mixed crop farm worker,Female,644,"27,282",,,,
899,Livestock and mixed crop farm worker,Male,"3,242","39,880",,,,
694,Locksmith,Female,88,"41,088",,,,
685,Locksmith,Male,"1,991","51,862",,,,
1018,Logging assistant; Saw operator – chainsaw,Female,32,"26,170",,,,
779,Logging assistant; Saw operator – chainsaw,Male,128,"46,975",,,,
387,Logging plant operator,Female,16,"57,886",,,,
458,Logging plant operator,Male,966,"67,647",,,,
8,Magistrate,Female,200,"260,161",,,,
35,Magistrate,Male,341,"246,737",,,,
710,Mail clerk,Female,"1,815","40,618",,,,
764,Mail clerk,Male,"1,671","47,799",,,,
836,Mailing service hand or labourer; Rag cutter,Female,"13,794","34,490",,,,
839,Mailing service hand or labourer; Rag cutter,Male,"23,937","43,305",,,,
154,Maintenance planner,Female,586,"77,766",,,,
241,Maintenance planner,Male,"10,161","87,844",,,,
838,Make-up artist,Female,"1,448","34,466",,,,
848,Make-up artist,Male,99,"42,689",,,,
131,Management accountant,Female,"2,027","80,298",,,,
148,Management accountant,Male,"2,133","102,563",,,,
647,Manager – grocery – supermarket; Retail supervisor,Female,"11,658","43,322",,,,
584,Manager – grocery – supermarket; Retail supervisor,Male,"11,424","59,302",,,,
82,Manufacturing company manager; Publishing director,Female,"1,930","94,463",,,,
118,Manufacturing company manager; Publishing director,Male,"9,868","109,113",,,,
423,Marine biologist,Female,521,"55,762",,,,
229,Marine biologist,Male,704,"88,790",,,,
139,Marine certification and surveillance manager; Marine safety officer; Ship’s purser,Female,89,"79,762",,,,
125,Marine certification and surveillance manager; Marine safety officer; Ship’s purser,Male,484,"107,488",,,,
104,Marine engineer,Female,92,"86,495",,,,
82,Marine engineer,Male,"4,683","127,098",,,,
438,Marine engineer surveyor,Female,24,"54,757",,,,
109,Marine engineer surveyor,Male,630,"111,025",,,,
93,Marine navigator; Ship’s officer,Female,69,"90,354",,,,
73,Marine navigator; Ship’s officer,Male,"1,296","133,263",,,,
182,Marine steward; Railway employee – steward,Female,280,"73,593",,,,
234,Marine steward; Railway employee – steward,Male,464,"88,468",,,,
834,Market gardener – vegetables; Vegetable grower,Female,436,"34,510",,,,
746,Market gardener – vegetables; Vegetable grower,Male,937,"48,390",,,,
302,Market research analyst,Female,"2,784","62,284",,,,
299,Market research analyst,Male,"1,865","81,170",,,,
1006,Market research interviewer,Female,"1,878","27,108",,,,
1066,Market research interviewer,Male,"1,155","26,406",,,,
1042,"Massage therapist; Masseur or masseuse – therapeutic, remedial; Myotherapist",Female,"3,960","24,798",,,,
1038,"Massage therapist; Masseur or masseuse – therapeutic, remedial; Myotherapist",Male,"1,221","29,328",,,,
114,Master fisher,Female,8,"83,428",,,,
360,Master fisher,Male,310,"75,589",,,,
174,Materials engineer,Female,202,"74,623",,,,
155,Materials engineer,Male,"1,416","100,648",,,,
677,Materials recycler; Motor vehicle wrecker; Scrap merchant,Female,59,"41,919",,,,
794,Materials recycler; Motor vehicle wrecker; Scrap merchant,Male,"1,099","46,217",,,,
183,Mathematician,Female,139,"73,564",,,,
208,Mathematician,Male,488,"93,319",,,,
732,Meat boner and slicer; Saw operator – meat,Female,"1,478","39,347",,,,
806,Meat boner and slicer; Saw operator – meat,Male,"6,443","45,663",,,,
534,Meat inspector,Female,106,"49,275",,,,
452,Meat inspector,Male,575,"68,097",,,,
829,Meat packer,Female,"4,358","34,581",,,,
996,Meat packer,Male,"2,554","32,935",,,,
873,Mechanic’s assistant,Female,47,"33,034",,,,
761,Mechanic’s assistant,Male,"1,574","47,826",,,,
121,Mechanical engineer,Female,"1,378","82,251",,,,
150,Mechanical engineer,Male,"28,026","101,753",,,,
397,Mechanical engineering draftsperson,Female,236,"57,394",,,,
368,Mechanical engineering draftsperson,Male,"3,239","74,778",,,,
286,Mechanical engineering technician or associate,Female,83,"63,914",,,,
251,Mechanical engineering technician or associate,Male,"5,475","86,556",,,,
564,Medical administrator,Female,"13,040","47,743",,,,
307,Medical administrator,Male,"1,339","80,387",,,,
288,Medical laboratory scientist,Female,"8,580","63,736",,,,
276,Medical laboratory scientist,Male,"3,953","83,778",,,,
605,Medical laboratory technician,Female,"7,345","45,356",,,,
647,Medical laboratory technician,Male,"2,607","54,240",,,,
14,Medical oncologist,Female,145,"208,612",,,,
19,Medical oncologist,Male,200,"322,178",,,,
127,Medical physicist; Physicist,Female,703,"80,538",,,,
137,Medical physicist; Physicist,Male,"2,143","105,099",,,,
311,Medical radiation therapist,Female,686,"61,648",,,,
373,Medical radiation therapist,Male,266,"74,629",,,,
774,Medical receptionist; Medical secretary,Female,"38,305","37,281",,,,
1019,Medical receptionist; Medical secretary,Male,648,"31,012",,,,
522,Medical technician – other,Female,"1,890","49,922",,,,
441,Medical technician – other,Male,"1,365","69,394",,,,
23,Member of parliament,Female,245,"173,331",,,,
41,Member of parliament,Male,600,"232,093",,,,
913,Merchandiser; Sales demonstrator,Female,"13,529","31,696",,,,
834,Merchandiser; Sales demonstrator,Male,"3,926","43,720",,,,
626,Metal machinist; Turner – metal,Female,187,"44,237",,,,
543,Metal machinist; Turner – metal,Male,"5,789","62,357",,,,
701,Metal polisher,Female,16,"40,875",,,,
801,Metal polisher,Male,461,"45,877",,,,
227,Metallurgical and materials technician,Female,131,"68,670",,,,
191,Metallurgical and materials technician,Male,"1,087","95,652",,,,
50,Metallurgist,Female,258,"110,359",,,,
64,Metallurgist,Male,"1,645","143,760",,,,
98,Meteorologist,Female,209,"88,232",,,,
128,Meteorologist,Male,590,"106,848",,,,
876,Meter reader,Female,183,"32,961",,,,
897,Meter reader,Male,"1,697","39,943",,,,
301,Microbiologist,Female,"1,202","62,346",,,,
323,Microbiologist,Male,653,"78,867",,,,
351,Middle school teacher,Female,"6,179","59,604",,,,
455,Middle school teacher,Male,"2,271","67,925",,,,
384,Midwife,Female,"16,827","57,933",,,,
415,Midwife,Male,305,"71,843",,,,
488,Migration agent,Female,478,"51,794",,,,
668,Migration agent,Male,311,"52,964",,,,
769,Miller – timber; Sawmilling operator,Female,99,"37,582",,,,
788,Miller – timber; Sawmilling operator,Male,"1,283","46,538",,,,
436,Miller – tyres; Tyre retreader,Female,5,"54,795",,,,
752,Miller – tyres; Tyre retreader,Male,228,"48,067",,,,
61,Mine deputy; Mine supervisor,Female,311,"102,266",,,,
58,Mine deputy; Mine supervisor,Male,"8,908","154,741",,,,
78,Mining blasting worker; Powder monkey; Shot firer,Female,191,"95,694",,,,
117,Mining blasting worker; Powder monkey; Shot firer,Male,"2,803","109,236",,,,
44,Mining engineer,Female,554,"119,564",,,,
54,Mining engineer,Male,"6,571","168,659",,,,
198,Mining labourer,Female,906,"72,085",,,,
215,Mining labourer,Male,"9,666","91,698",,,,
39,Mining production manager,Female,281,"133,061",,,,
50,Mining production manager,Male,"4,269","179,439",,,,
978,Model,Female,"1,220","28,517",,,,
1041,Model,Male,361,"29,166",,,,
988,Model maker – metal,Female,5,"28,024",,,,
559,Model maker – metal,Male,78,"60,735",,,,
734,Mothercraft nurse,Female,226,"39,208",,,,
862,Motion picture projectionist,Female,56,"33,574",,,,
930,Motion picture projectionist,Male,257,"37,204",,,,
388,Motor mechanic – diesel,Female,141,"57,837",,,,
272,Motor mechanic – diesel,Male,"34,902","84,073",,,,
623,Motor vehicle accessories fitter,Female,62,"44,313",,,,
731,Motor vehicle accessories fitter,Male,"2,235","49,251",,,,
571,Motor vehicle body builder,Female,28,"47,355",,,,
587,Motor vehicle body builder,Male,"2,296","59,009",,,,
591,Motor vehicle licence inspector,Female,43,"46,767",,,,
536,Motor vehicle licence inspector,Male,198,"62,724",,,,
780,Motor vehicle painter,Female,127,"37,041",,,,
698,Motor vehicle painter,Male,"6,751","50,879",,,,
883,Motor vehicle trimmer,Female,34,"32,766",,,,
780,Motor vehicle trimmer,Male,652,"46,961",,,,
945,Motorcycle mechanic,Female,14,"30,219",,,,
812,Motorcycle mechanic,Male,"1,621","45,367",,,,
73,Mountain guide,Female,8,"99,131",,,,
1032,Mountain guide,Male,20,"29,760",,,,
450,Multimedia designer,Female,446,"53,517",,,,
541,Multimedia designer,Male,792,"62,411",,,,
982,Mushroom picker,Female,787,"28,364",,,,
1053,Mushroom picker,Male,314,"27,977",,,,
654,Music researcher; Musician – other music professional,Female,601,"43,092",,,,
729,Music researcher; Musician – other music professional,Male,"1,306","49,293",,,,
745,Music teacher – private,Female,"3,108","38,681",,,,
854,Music teacher – private,Male,"2,069","42,373",,,,
892,Musical instrument repairer; Piano tuner,Female,28,"32,510",,,,
901,Musical instrument repairer; Piano tuner,Male,190,"39,670",,,,
749,Naturopath,Female,"1,146","38,600",,,,
653,Naturopath,Male,195,"53,956",,,,
135,Naval architect,Female,25,"79,973",,,,
94,Naval architect,Male,335,"118,596",,,,
28,Neurologist,Female,97,"155,217",,,,
25,Neurologist,Male,221,"298,543",,,,
2,Neurosurgeon,Female,26,"323,682",,,,
1,Neurosurgeon,Male,142,"577,674",,,,
353,Newspaper journalist; Print journalist,Female,"3,324","59,598",,,,
291,Newspaper journalist; Print journalist,Male,"3,083","82,046",,,,
900,Newspaper photographer; Photographer,Female,"2,653","32,138",,,,
724,Newspaper photographer; Photographer,Male,"2,859","49,622",,,,
77,Newsreader – television; Television announcer; Television presenter,Female,341,"97,247",,,,
70,Newsreader – television; Television announcer; Television presenter,Male,321,"136,365",,,,
1047,Night filler; Shelf filler,Female,"6,462","24,608",,,,
1069,Night filler; Shelf filler,Male,"9,878","26,058",,,,
557,Night watchperson; Railway employee – patrol officer; Security guard; Security officer,Female,"5,109","48,295",,,,
719,Night watchperson; Railway employee – patrol officer; Security guard; Security officer,Male,"33,171","49,913",,,,
618,Noxious weeds and pest inspector; Pest and noxious weeds inspector,Female,45,"44,797",,,,
611,Noxious weeds and pest inspector; Pest and noxious weeds inspector,Male,459,"56,528",,,,
282,Nuclear medicine technologist,Female,419,"64,092",,,,
278,Nuclear medicine technologist,Male,224,"83,341",,,,
427,Nurse consultant – clinical; Nursing sister; Registered nurse – general; Registered nurse – other; Registered nurse – other; Student registered nurse,Female,"96,825","55,240",,,,
498,Nurse consultant – clinical; Nursing sister; Registered nurse – general; Registered nurse – other; Registered nurse – other; Student registered nurse,Male,"9,417","65,313",,,,
279,Nurse educator,Female,"3,286","64,341",,,,
355,Nurse educator,Male,388,"75,970",,,,
393,Nurse practitioner,Female,"20,223","57,585",,,,
445,Nurse practitioner,Male,"1,686","69,132",,,,
942,Nursery assistant – horticulture; Nursery hand – plants,Female,"3,418","30,339",,,,
961,Nursery assistant – horticulture; Nursery hand – plants,Male,"2,520","35,600",,,,
833,Nursing assistant or aide,Female,"23,391","34,524",,,,
917,Nursing assistant or aide,Male,"3,790","38,028",,,,
79,Nursing clinical director,Female,"1,212","95,509",,,,
121,Nursing clinical director,Male,224,"108,327",,,,
142,Nursing supervisor or manager,Female,"3,395","79,294",,,,
274,Nursing supervisor or manager,Male,706,"83,954",,,,
773,Occupation not listed,Female,"128,239","37,282",,,,
650,Occupation not listed,Male,"139,939","54,081",,,,
155,Occupational health and safety adviser,Female,"3,981","77,744",,,,
122,Occupational health and safety adviser,Male,"6,713","108,049",,,,
449,Occupational therapist,Female,"12,633","53,530",,,,
448,Occupational therapist,Male,"1,145","68,583",,,,
472,Office administrator; Office manager,Female,"153,207","52,565",,,,
476,Office administrator; Office manager,Male,"22,629","66,280",,,,
512,Office machine mechanic,Female,42,"50,361",,,,
588,Office machine mechanic,Male,514,"58,871",,,,
500,Office secretary or stenographer; Stenographer,Female,"34,137","51,118",,,,
638,Office secretary or stenographer; Stenographer,Male,345,"54,721",,,,
984,Office trainee Other clerical and,Female,702,"28,263",,,,
970,Office trainee Other clerical and,Male,443,"34,636",,,,
756,Opera singer; Singer; Vocalist,Female,368,"38,388",,,,
616,Opera singer; Singer; Vocalist,Male,315,"55,993",,,,
656,Operating theatre technician,Female,400,"43,007",,,,
747,Operating theatre technician,Male,820,"48,205",,,,
10,Ophthalmologist,Female,143,"217,242",,,,
2,Ophthalmologist,Male,423,"552,947",,,,
785,Optical dispenser,Female,"3,635","36,736",,,,
771,Optical dispenser,Male,"1,011","47,475",,,,
586,Optical mechanic,Female,295,"46,912",,,,
633,Optical mechanic,Male,516,"55,069",,,,
166,Optometrist,Female,"1,907","76,331",,,,
132,Optometrist,Male,"1,655","105,811",,,,
924,Order clerk; Sales clerk,Female,"23,685","31,276",,,,
942,Order clerk; Sales clerk,Male,"10,440","36,303",,,,
144,Organisational psychologist,Female,632,"78,596",,,,
182,Organisational psychologist,Male,225,"97,030",,,,
27,Orthopaedic surgeon,Female,61,"159,479",,,,
7,Orthopaedic surgeon,Male,805,"439,629",,,,
428,Orthoptist,Female,702,"55,222",,,,
253,Orthoptist,Male,109,"86,274",,,,
456,Orthotist; Prosthetist,Female,159,"53,099",,,,
404,Orthotist; Prosthetist,Male,195,"72,301",,,,
487,Osteopath,Female,301,"51,795",,,,
467,Osteopath,Male,216,"67,015",,,,
17,Otorhinolaryngologist,Female,17,"200,136",,,,
6,Otorhinolaryngologist,Male,85,"445,939",,,,
1017,Outdoor adventure guide – other,Female,88,"26,314",,,,
1009,Outdoor adventure guide – other,Male,183,"31,821",,,,
992,Outdoor adventure instructor,Female,584,"27,852",,,,
1008,Outdoor adventure instructor,Male,920,"31,825",,,,
231,"Owner – bus, truck, limnousine or hire car; Owner-driver – bus; Owner-driver – truck; Transport company manager",Female,"1,367","68,174",,,,
375,"Owner – bus, truck, limnousine or hire car; Owner-driver – bus; Owner-driver – truck; Transport company manager",Male,"14,601","74,441",,,,
931,Packer – other,Female,"12,110","30,992",,,,
997,Packer – other,Male,"7,894","32,852",,,,
21,Paediatric surgeon,Female,44,"175,314",,,,
28,Paediatric surgeon,Male,64,"282,508",,,,
32,Paediatrician,Female,654,"147,347",,,,
37,Paediatrician,Male,683,"239,405",,,,
1039,Painter – visual arts,Female,283,"24,978",,,,
910,Painter – visual arts,Male,297,"38,738",,,,
563,Panel beater,Female,34,"47,827",,,,
656,Panel beater,Male,"10,962","53,846",,,,
685,Paper and pulp mill worker; Process worker – paper and pulp mill worker,Female,"1,489","41,562",,,,
495,Paper and pulp mill worker; Process worker – paper and pulp mill worker,Male,"2,725","65,364",,,,
300,Paper mill operator; Pulp mill operator,Female,9,"62,384",,,,
232,Paper mill operator; Pulp mill operator,Male,256,"88,594",,,,
615,Paper products machine operator; Paper products maker,Female,448,"44,852",,,,
446,Paper products machine operator; Paper products maker,Male,"2,586","69,019",,,,
461,Park ranger,Female,"1,212","52,885",,,,
510,Park ranger,Male,"4,224","64,570",,,,
525,Parking inspector,Female,269,"49,735",,,,
612,Parking inspector,Male,"1,022","56,300",,,,
248,Parole officer,Female,"1,030","66,376",,,,
408,Parole officer,Male,412,"72,121",,,,
217,Patents examiner,Female,129,"69,858",,,,
154,Patents examiner,Male,247,"100,712",,,,
91,Pathologist,Female,"1,709","90,935",,,,
42,Pathologist,Male,808,"224,378",,,,
849,Pathology collector; Phlebotomist,Female,"5,555","33,988",,,,
941,Pathology collector; Phlebotomist,Male,715,"36,404",,,,
595,Paving and surfacing labourer; Road maintenance worker,Female,240,"46,631",,,,
574,Paving and surfacing labourer; Road maintenance worker,Male,"13,154","59,835",,,,
43,Paving plant operator,Female,5,"123,281",,,,
406,Paving plant operator,Male,441,"72,243",,,,
471,Payroll clerk,Female,"12,508","52,580",,,,
534,Payroll clerk,Male,"2,277","62,768",,,,
929,Personal care assistant,Female,"18,701","31,146",,,,
959,Personal care assistant,Male,"3,234","35,705",,,,
610,Pest controller,Female,125,"45,048",,,,
697,Pest controller,Male,"3,249","51,086",,,,
1029,Pet groomer,Female,774,"25,546",,,,
1017,Pet groomer,Male,61,"31,400",,,,
38,Petroleum engineer,Female,319,"133,315",,,,
47,Petroleum engineer,Male,"2,027","185,808",,,,
314,Pharmacist – retail,Female,"10,263","61,484",,,,
255,Pharmacist – retail,Male,"5,840","86,047",,,,
747,Pharmacy technician,Female,"2,812","38,656",,,,
690,Pharmacy technician,Male,536,"51,628",,,,
950,Photographic studio assistant,Female,373,"30,009",,,,
909,Photographic studio assistant,Male,124,"38,750",,,,
905,Physio assistant,Female,"1,528","31,993",,,,
966,Physio assistant,Male,423,"34,907",,,,
401,Physiologist,Female,751,"56,991",,,,
380,Physiologist,Male,399,"73,996",,,,
390,Physiotherapist,Female,"13,442","57,738",,,,
405,Physiotherapist,Male,"5,515","72,266",,,,
890,Picture framer,Female,273,"32,523",,,,
903,Picture framer,Male,556,"39,197",,,,
646,Pig farmer or farm overseer,Female,213,"43,335",,,,
705,Pig farmer or farm overseer,Male,769,"50,571",,,,
918,Plasterer,Female,86,"31,497",,,,
708,Plasterer,Male,"11,177","50,366",,,,
3,Plastic and reconstructive surgeon,Female,56,"281,608",,,,
4,Plastic and reconstructive surgeon,Male,237,"448,530",,,,
679,Plastic cablemaking machine operator,Female,42,"41,748",,,,
523,Plastic cablemaking machine operator,Male,421,"63,602",,,,
720,Plastic compounding and reclamation machine operator,Female,99,"39,940",,,,
623,Plastic compounding and reclamation machine operator,Male,645,"55,633",,,,
570,Plastics fabricator or welder,Female,39,"47,431",,,,
474,Plastics fabricator or welder,Male,"1,046","66,409",,,,
765,Plastics plant hand or labourer,Female,830,"37,839",,,,
827,Plastics plant hand or labourer,Male,"2,130","44,298",,,,
681,Plastics technician,Female,26,"41,682",,,,
482,Plastics technician,Male,521,"66,035",,,,
602,Plumber – general,Female,94,"46,061",,,,
502,Plumber – general,Male,"34,268","65,133",,,,
753,Plumber’s assistant,Female,33,"38,469",,,,
920,Plumber’s assistant,Male,"1,369","37,773",,,,
219,Plumbing inspector,Female,3,"69,430",,,,
389,Plumbing inspector,Male,517,"73,446",,,,
