Gender Rank,Occupation,Gender,Individuals,Average Taxable Income $,,,,
826,Costume maker; Dressmaker; Tailor; Wardrobe coordinator or assistant,Female,"1,770","34,750",,,,
870,Costume maker; Dressmaker; Tailor; Wardrobe coordinator or assistant,Male,347,"41,336",,,,
857,Cotton grower,Female,44,"33,645",,,,
521,Cotton grower,Male,309,"63,757",,,,
485,Councillor; Local government legislator,Female,"1,552","51,929",,,,
540,Councillor; Local government legislator,Male,"1,605","62,527",,,,
306,Counselling psychologist; Psychologist – other; Sports psychologist,Female,"7,389","61,968",,,,
320,Counselling psychologist; Psychologist – other; Sports psychologist,Male,"1,872","79,081",,,,
588,Counsellor – other,Female,"3,527","46,879",,,,
618,Counsellor – other,Male,"1,087","55,932",,,,
831,Courier; Messenger,Female,"2,133","34,574",,,,
868,Courier; Messenger,Male,"9,940","41,683",,,,
474,Court bailiff or sheriff,Female,136,"52,295",,,,
569,Court bailiff or sheriff,Male,304,"60,030",,,,
616,Court orderly,Female,231,"44,835",,,,
675,Court orderly,Male,189,"52,610",,,,
399,Court reporter; Hansard reporter; Machine shorthand reporter,Female,524,"57,212",,,,
501,Court reporter; Hansard reporter; Machine shorthand reporter,Male,459,"65,138",,,,
579,Crane chaser,Female,6,"47,126",,,,
350,Crane chaser,Male,438,"76,650",,,,
394,Crane operator; Hoist operator; Lift operator; Oil rig worker – operating crane,Female,177,"57,575",,,,
147,Crane operator; Hoist operator; Lift operator; Oil rig worker – operating crane,Male,"10,008","102,644",,,,
664,Cricketer,Female,22,"42,744",,,,
32,Cricketer,Male,211,"257,527",,,,
1090,Crossing supervisor; Crosswalk attendant,Female,"1,611","17,357",,,,
1073,Crossing supervisor; Crosswalk attendant,Male,922,"25,652",,,,
766,Curtain installer; Installer – home improvements; Security door installer,Female,106,"37,788",,,,
769,Curtain installer; Installer – home improvements; Security door installer,Male,"3,195","47,548",,,,
887,Curtain maker; Sewing machinist; Textile sewing machinist,Female,"5,448","32,633",,,,
924,Curtain maker; Sewing machinist; Textile sewing machinist,Male,577,"37,652",,,,
382,Customs agent; Import-export clerk,Female,"1,871","58,074",,,,
285,Customs agent; Import-export clerk,Male,"2,169","82,678",,,,
232,Customs investigator or officer,Female,"1,624","68,154",,,,
227,Customs investigator or officer,Male,"2,271","89,093",,,,
880,Cyclist,Female,4,"32,841",,,,
1029,Cyclist,Male,39,"29,829",,,,
768,Dairy cattle farmer or farm overseer,Female,513,"37,609",,,,
783,Dairy cattle farmer or farm overseer,Male,"1,628","46,833",,,,
1021,Dairy farm employee; Drover – dairy cattle; Jackeroo – dairy cattle; Jillaroo – dairy cattle; Stationhand – dairy cattle,Female,"1,842","26,126",,,,
954,Dairy farm employee; Drover – dairy cattle; Jackeroo – dairy cattle; Jillaroo – dairy cattle; Stationhand – dairy cattle,Male,"3,616","35,866",,,,
601,Dairy quality assurance inspector; Fruit and vegetable inspector,Female,226,"46,178",,,,
609,Dairy quality assurance inspector; Fruit and vegetable inspector,Male,327,"56,685",,,,
871,Dark room attendant; Photographic developer and printer; Photographic laboratory assistant,Female,702,"33,149",,,,
626,Dark room attendant; Photographic developer and printer; Photographic laboratory assistant,Male,913,"55,520",,,,
764,Data entry operator; Data processing operator; Keyboard operator,Female,"9,060","37,956",,,,
898,Data entry operator; Data processing operator; Keyboard operator,Male,"2,796","39,918",,,,
425,Database administrator,Female,"2,353","55,436",,,,
245,Database administrator,Male,"2,776","87,217",,,,
620,Debt collector,Female,"2,442","44,537",,,,
730,Debt collector,Male,"1,693","49,268",,,,
975,Decorator – floral; Florist,Female,"3,253","28,698",,,,
926,Decorator – floral; Florist,Male,225,"37,640",,,,
1093,Deer farmer or farm overseer,Female,3,"13,307",,,,
849,Deer farmer or farm overseer,Male,11,"42,582",,,,
922,Delivery driver; Pizza deliverer; Taxi-truck driver; Van driver,Female,"3,886","31,360",,,,
921,Delivery driver; Pizza deliverer; Taxi-truck driver; Van driver,Male,"32,837","37,757",,,,
803,Dental assistant; Dental nurse,Female,"24,635","35,900",,,,
984,Dental assistant; Dental nurse,Male,439,"33,759",,,,
335,Dental hygienist,Female,"1,599","60,469",,,,
427,Dental hygienist,Male,109,"70,903",,,,
634,Dental mechanic or technician,Female,942,"43,789",,,,
571,Dental mechanic or technician,Male,"1,669","60,001",,,,
542,Dental prosthetist,Female,68,"48,929",,,,
382,Dental prosthetist,Male,221,"73,855",,,,
34,Dental specialist,Female,320,"140,505",,,,
34,Dental specialist,Male,548,"253,442",,,,
417,Dental therapist,Female,"1,324","55,979",,,,
413,Dental therapist,Male,100,"71,961",,,,
56,Dentist,Female,"3,531","105,721",,,,
63,Dentist,Male,"4,134","146,865",,,,
18,Dermatologist,Female,178,"195,030",,,,
12,Dermatologist,Male,170,"383,880",,,,
113,Detective – police,Female,905,"84,028",,,,
180,Detective – police,Male,"3,464","97,404",,,,
19,Diagnostic and interventional radiologist,Female,713,"180,695",,,,
11,Diagnostic and interventional radiologist,Male,"1,139","386,003",,,,
686,Die maker; Toolmaker,Female,22,"41,472",,,,
529,Die maker; Toolmaker,Male,"3,446","63,262",,,,
729,Die setter – plastics; Model maker – plastic; Plastics press machine operator,Female,386,"39,523",,,,
622,Die setter – plastics; Model maker – plastic; Plastics press machine operator,Male,"1,689","55,667",,,,
476,Dietitian,Female,"4,331","52,177",,,,
562,Dietitian,Male,242,"60,377",,,,
320,Director – film and video editor; Film editor; Video editor,Female,880,"61,218",,,,
442,Director – film and video editor; Film editor; Video editor,Male,"2,359","69,358",,,,
548,Director of photography,Female,46,"48,477",,,,
411,Director of photography,Male,149,"71,983",,,,
777,Disabilities support officer,Female,"14,072","37,189",,,,
862,Disabilities support officer,Male,"6,475","42,048",,,,
854,Disc jockey – nightclub,Female,15,"33,778",,,,
883,Disc jockey – nightclub,Male,70,"40,905",,,,
1032,Dishwasher; Kitchen hand; Sandwich hand,Female,"45,671","25,404",,,,
1099,Dishwasher; Kitchen hand; Sandwich hand,Male,"36,406","20,427",,,,
492,Distance education teacher; Migrant teacher,Female,667,"51,662",,,,
595,Distance education teacher; Migrant teacher,Male,244,"57,715",,,,
603,Distiller,Male,53,"57,317",,,,
855,Diver (open water),Female,166,"33,709",,,,
283,Diver (open water),Male,"1,379","82,890",,,,
895,Diversional therapist,Female,"1,700","32,366",,,,
824,Diversional therapist,Male,112,"44,433",,,,
967,Diving instructor (open water),Female,179,"29,145",,,,
873,Diving instructor (open water),Male,399,"41,253",,,,
46,Doctor – medical practitioner – other; Occupational medicine specialist; Public health physician; Sports physician,Female,"9,756","118,310",,,,
46,Doctor – medical practitioner – other; Occupational medicine specialist; Public health physician; Sports physician,Male,"10,652","187,468",,,,
910,Dog handler or trainer,Female,726,"31,876",,,,
689,Dog handler or trainer,Male,323,"51,766",,,,
1076,Door-to-door salesperson,Female,247,"21,706",,,,
1078,Door-to-door salesperson,Male,473,"25,336",,,,
582,"Drainage, sewerage and stormwater labourer",Female,33,"47,094",,,,
564,"Drainage, sewerage and stormwater labourer",Male,"3,923","60,319",,,,
338,Drainer; Plumber – drainer,Female,10,"60,324",,,,
433,Drainer; Plumber – drainer,Male,"2,830","70,498",,,,
592,Drama teacher – private,Female,323,"46,750",,,,
766,Drama teacher – private,Male,75,"47,744",,,,
158,Dredge operator,Male,307,"100,355",,,,
168,Driller’s assistant,Female,93,"75,535",,,,
170,Driller’s assistant,Male,"5,824","98,869",,,,
55,Drilling plant operator; Oil rig worker – driller,Female,151,"105,800",,,,
113,Drilling plant operator; Oil rig worker – driller,Male,"9,073","109,866",,,,
1075,Drink waiter; Host – dining room; Steward – food and beverage; Waiter; Waitress,Female,"78,294","21,709",,,,
1092,Drink waiter; Host – dining room; Steward – food and beverage; Waiter; Waitress,Male,"25,759","23,567",,,,
725,Driving instructor,Female,223,"39,733",,,,
687,Driving instructor,Male,"1,048","51,789",,,,
983,Drover – mixed livestock; Jackeroo – mixed livestock; Jillaroo – mixed livestock; Livestock farm worker – mixed livestock; Stationhand – mixed livestock,Female,814,"28,329",,,,
971,Drover – mixed livestock; Jackeroo – mixed livestock; Jillaroo – mixed livestock; Livestock farm worker – mixed livestock; Stationhand – mixed livestock,Male,"2,519","34,552",,,,
954,Drover – other livestock; Farm hand – other livestock; Jackeroo – other livestock; Jillaroo – other livestock; Stationhand – other livestock,Female,502,"29,865",,,,
907,Drover – other livestock; Farm hand – other livestock; Jackeroo – other livestock; Jillaroo – other livestock; Stationhand – other livestock,Male,"1,391","38,947",,,,
1068,Drover – sheep; Jackeroo – sheep; Jillaroo – sheep; Sheep farm worker; Stationhand – sheep,Female,398,"22,837",,,,
1015,Drover – sheep; Jackeroo – sheep; Jillaroo – sheep; Sheep farm worker; Stationhand – sheep,Male,"1,039","31,525",,,,
657,Drug and alcohol counsellor,Female,839,"42,966",,,,
799,Drug and alcohol counsellor,Male,537,"45,942",,,,
899,Drycleaner,Female,"1,014","32,202",,,,
905,Drycleaner,Male,683,"39,111",,,,
519,Earth science technician; Soil technician,Female,"1,902","50,048",,,,
519,Earth science technician; Soil technician,Male,"3,967","63,884",,,,
663,Earthmoving labourer; Grave digger; Labourer – digging,Female,459,"42,766",,,,
607,Earthmoving labourer; Grave digger; Labourer – digging,Male,"13,268","56,828",,,,
89,Earthmoving plant operator – general,Female,"1,744","91,602",,,,
267,Earthmoving plant operator – general,Male,"33,474","84,566",,,,
514,Ecologist – animal; Zoologist,Female,626,"50,246",,,,
387,Ecologist – animal; Zoologist,Male,615,"73,561",,,,
297,Ecologist – forestry; Forest ranger; Forester – scientist,Female,423,"62,741",,,,
313,Ecologist – forestry; Forest ranger; Forester – scientist,Male,"1,392","79,727",,,,
63,Economist,Female,"1,125","101,533",,,,
62,Economist,Male,"2,371","148,478",,,,
331,Education advisor,Female,"7,764","60,825",,,,
401,Education advisor,Male,"2,960","72,831",,,,
546,Education reviewer,Female,730,"48,576",,,,
702,Education reviewer,Male,318,"50,731",,,,
261,Educational psychologist,Female,"1,338","65,538",,,,
315,Educational psychologist,Male,322,"79,707",,,,
994,Electoral officer; Forms designer; Knowledge manager; Lobbyist; Museum registrar,Female,"4,838","27,807",,,,
952,Electoral officer; Forms designer; Knowledge manager; Lobbyist; Museum registrar,Male,"3,381","35,891",,,,
584,Electorate officer,Female,768,"46,996",,,,
782,Electorate officer,Male,502,"46,883",,,,
191,Electrical appliance servicer; Electrical fitter; Electrical mechanic; Electrician – general; Mechanic – electrical; Repairer – electrical appliances; Servicer – electrical appliances,Female,839,"72,886",,,,
242,Electrical appliance servicer; Electrical fitter; Electrical mechanic; Electrician – general; Mechanic – electrical; Repairer – electrical appliances; Servicer – electrical appliances,Male,"98,555","87,740",,,,
109,Electrical engineer,Female,"1,456","84,868",,,,
107,Electrical engineer,Male,"21,488","112,586",,,,
325,Electrical engineering draftsperson,Female,312,"60,952",,,,
288,Electrical engineering draftsperson,Male,"1,330","82,301",,,,
501,Electrical engineering technician; Electrical tester; Electronics tester,Female,345,"50,945",,,,
222,Electrical engineering technician; Electrical tester; Electronics tester,Male,"8,451","89,750",,,,
558,Electrical lines worker,Female,109,"48,229",,,,
194,Electrical lines worker,Male,"10,019","94,793",,,,
682,Electrical trades assistant or labourer; Electrician’s assistant; Telecommunications trades assistant,Female,278,"41,662",,,,
632,Electrical trades assistant or labourer; Electrician’s assistant; Telecommunications trades assistant,Male,"5,672","55,135",,,,
409,Electronic engineering draftsperson,Female,47,"56,381",,,,
266,Electronic engineering draftsperson,Male,286,"84,698",,,,
467,Electronic engineering technician,Female,217,"52,697",,,,
378,Electronic engineering technician,Male,"5,378","74,223",,,,
504,Electronic instrument fitter or technician,Female,242,"50,831",,,,
290,Electronic instrument fitter or technician,Male,"4,164","82,057",,,,
163,Electronics engineer,Female,382,"76,431",,,,
198,Electronics engineer,Male,"6,539","94,159",,,,
692,Electroplater,Female,7,"41,155",,,,
666,Electroplater,Male,329,"52,976",,,,
26,Emergency medicine specialist,Female,474,"165,786",,,,
40,Emergency medicine specialist,Male,829,"232,595",,,,
298,Emergency service worker,Female,752,"62,695",,,,
203,Emergency service worker,Male,"1,312","93,665",,,,
619,Employment office clerk; Human resource clerk; Personnel records clerk,Female,"7,283","44,652",,,,
745,Employment office clerk; Human resource clerk; Personnel records clerk,Male,"1,874","48,412",,,,
22,Endocrinologist,Female,122,"174,542",,,,
31,Endocrinologist,Male,125,"258,972",,,,
67,Engineer – other professional,Female,"1,933","100,617",,,,
76,Engineer – other professional,Male,"18,891","130,533",,,,
49,Engineering manager,Female,"1,219","116,732",,,,
61,Engineering manager,Male,"25,389","150,325",,,,
400,Engineering patternmaker,Female,5,"57,031",,,,
420,Engineering patternmaker,Male,179,"71,282",,,,
196,Engineering technologist,Female,222,"72,158",,,,
181,Engineering technologist,Male,"2,497","97,113",,,,
606,English language teacher,Female,"2,756","45,284",,,,
767,English language teacher,Male,"1,227","47,743",,,,
824,Engraver,Female,79,"34,799",,,,
787,Engraver,Male,252,"46,615",,,,
702,Enrolled nurse; Student enrolled nurse,Female,"13,107","40,865",,,,
807,Enrolled nurse; Student enrolled nurse,Male,"1,439","45,640",,,,
242,Environmental adviser; Environmental auditor; Environmental consultant; Environmental officer,Female,"4,906","66,818",,,,
300,Environmental adviser; Environmental auditor; Environmental consultant; Environmental officer,Male,"5,727","81,101",,,,
126,Environmental engineer,Female,"1,002","80,833",,,,
184,Environmental engineer,Male,"1,881","96,527",,,,
107,Environmental manager,Female,"1,305","85,396",,,,
140,Environmental manager,Male,"3,029","103,979",,,,
167,Environmental scientist,Female,"3,435","75,697",,,,
178,Environmental scientist,Male,"4,260","97,671",,,,
415,Equipment hire manager,Female,166,"56,096",,,,
327,Equipment hire manager,Male,"1,065","78,405",,,,
64,Equities analyst; Investment dealer,Female,322,"101,461",,,,
36,Equities analyst; Investment dealer,Male,"1,032","245,826",,,,
1024,Escort service; Prostitute; Sex worker,Female,74,"25,958",,,,
864,Escort service; Prostitute; Sex worker,Male,30,"41,975",,,,
611,ESL teacher; Teacher of English to speakers of other languages,Female,"2,632","45,047",,,,
790,ESL teacher; Teacher of English to speakers of other languages,Male,910,"46,457",,,,
99,Excavator operator,Female,50,"88,025",,,,
436,Excavator operator,Male,"5,582","70,210",,,,
398,Executive assistant; Personal assistant,Female,"41,433","57,362",,,,
451,Executive assistant; Personal assistant,Male,"1,188","68,352",,,,
380,Exhaust and muffler repairer,Female,6,"58,216",,,,
727,Exhaust and muffler repairer,Male,211,"49,411",,,,
420,Exporter; Importer,Female,326,"55,834",,,,
346,Exporter; Importer,Male,442,"76,789",,,,
319,External auditor,Female,"2,568","61,222",,,,
418,External auditor,Male,"3,222","71,595",,,,
526,Facilities administrator,Female,"1,518","49,711",,,,
600,Facilities administrator,Male,"1,056","57,480",,,,
225,Facilities manager,Female,"1,585","68,720",,,,
275,Facilities manager,Male,"5,589","83,826",,,,
481,Factory manager; Manufacturer,Female,"2,541","52,018",,,,
391,Factory manager; Manufacturer,Male,"17,261","73,246",,,,
66,Faculty head; Head of school – TAFE,Female,300,"100,790",,,,
91,Faculty head; Head of school – TAFE,Male,270,"120,624",,,,
644,Family and marriage counsellor,Female,975,"43,405",,,,
773,Family and marriage counsellor,Male,230,"47,276",,,,
860,Family day care worker,Female,"5,099","33,607",,,,
975,Family day care worker,Male,139,"34,230",,,,
754,Family support worker,Female,"2,065","38,450",,,,
830,Family support worker,Male,301,"43,977",,,,
1056,Farm hand – other; Weed controller,Female,"6,028","23,851",,,,
988,Farm hand – other; Weed controller,Male,"15,311","33,484",,,,
1023,Farm machinery operator; Harvester operator – agricultural; Tractor operator,Female,900,"25,994",,,,
894,Farm machinery operator; Harvester operator – agricultural; Tractor operator,Male,"8,815","39,997",,,,
272,Farmer or farm overseer – mixed crop,Female,391,"64,693",,,,
515,Farmer or farm overseer – mixed crop,Male,"1,946","64,434",,,,
719,Farmer or farm overseer – mixed livestock,Female,188,"39,986",,,,
734,Farmer or farm overseer – mixed livestock,Male,"1,214","48,979",,,,
631,Farmer or farm overseer – other crop; Tobacco grower,Female,234,"44,044",,,,
563,Farmer or farm overseer – other crop; Tobacco grower,Male,"1,072","60,362",,,,
636,Farmer or farm overseer – other livestock,Female,216,"43,748",,,,
403,Farmer or farm overseer – other livestock,Male,"1,009","72,349",,,,
1083,Farrier,Female,11,"19,743",,,,
951,Farrier,Male,228,"35,901",,,,
1081,Fast food cook; Fish and chip cook; Hamburger cook or maker; Pizza chef or maker; Short order cook,Female,"10,344","20,575",,,,
1102,Fast food cook; Fish and chip cook; Hamburger cook or maker; Pizza chef or maker; Short order cook,Male,"14,686","18,988",,,,
665,Faults consultant – taking reports of faults; Inquiry clerk,Female,"2,363","42,694",,,,
722,Faults consultant – taking reports of faults; Inquiry clerk,Male,630,"49,672",,,,
851,Fellmongery hand or labourer; Tannery hand or labourer,Female,32,"33,893",,,,
833,Fellmongery hand or labourer; Tannery hand or labourer,Male,299,"43,855",,,,
997,Fence erector,Female,71,"27,707",,,,
872,Fence erector,Male,"3,555","41,266",,,,
718,Fettler; Iron worker; Metal worker,Female,617,"40,181",,,,
657,Fettler; Iron worker; Metal worker,Male,"11,528","53,808",,,,
709,Fibreglasser,Female,34,"40,642",,,,
693,Fibreglasser,Male,"1,123","51,492",,,,
844,Filing clerk,Female,"1,400","34,166",,,,
1007,Filing clerk,Male,574,"31,851",,,,
101,Film director; Radio director; Stage director; Television director,Female,498,"87,649",,,,
249,Film director; Radio director; Stage director; Television director,Male,955,"86,742",,,,
349,Finance broker,Female,"1,471","59,689",,,,
173,Finance broker,Male,"3,273","98,184",,,,
74,Finance manager; Financial controller,Female,"13,550","98,525",,,,
57,Finance manager; Financial controller,Male,"18,321","162,904",,,,
162,Financial adviser; Financial planner,Female,"5,326","76,563",,,,
101,Financial adviser; Financial planner,Male,"11,122","115,110",,,,
37,Financial investment manager,Female,668,"134,481",,,,
26,Financial investment manager,Male,"1,900","288,790",,,,
322,Fire brigade officer; Fire fighter; Fire risk assessor,Female,696,"61,116",,,,
295,Fire brigade officer; Fire fighter; Fire risk assessor,Male,"13,798","81,765",,,,
600,Fire protection equipment technician,Female,37,"46,180",,,,
438,Fire protection equipment technician,Male,"2,453","69,634",,,,
122,Fire safety officer; Safety inspector,Female,"1,550","82,020",,,,
160,Fire safety officer; Safety inspector,Male,"6,892","99,961",,,,
103,Fireperson – railway or locomotive; Locomotive driver; Train driver,Female,658,"86,925",,,,
130,Fireperson – railway or locomotive; Locomotive driver; Train driver,Male,"10,316","106,728",,,,
818,First aid trainer,Female,217,"34,941",,,,
838,First aid trainer,Male,194,"43,506",,,,
310,Fisheries officer,Female,138,"61,681",,,,
331,Fisheries officer,Male,605,"77,915",,,,
628,Fishing guide,Female,7,"44,203",,,,
916,Fishing guide,Male,127,"38,063",,,,
731,Fishing hand,Female,104,"39,387",,,,
649,Fishing hand,Male,"1,702","54,091",,,,
609,Fitness centre manager,Female,"1,059","45,112",,,,
620,Fitness centre manager,Male,"1,068","55,841",,,,
223,Fitter,Female,130,"68,746",,,,
196,Fitter,Male,"35,474","94,739",,,,
339,Fitter and turner,Female,102,"60,298",,,,
296,Fitter and turner,Male,"23,589","81,652",,,,
1028,Fitter-welder,Female,7,"25,721",,,,
364,Fitter-welder,Male,"2,583","75,162",,,,
278,Fleet manager,Female,622,"64,369",,,,
301,Fleet manager,Male,"2,721","81,086",,,,
961,"Floor tiler – ceramic, slate or clay; Tiler; Wall tiler",Female,127,"29,333",,,,
853,"Floor tiler – ceramic, slate or clay; Tiler; Wall tiler",Male,"5,533","42,414",,,,
1044,Flower grower,Female,143,"24,723",,,,
928,Flower grower,Male,232,"37,358",,,,
507,Flying instructor,Female,44,"50,602",,,,
409,Flying instructor,Male,450,"72,117",,,,
707,Food processing machine operator,Female,"6,255","40,703",,,,
682,Food processing machine operator,Male,"10,031","52,077",,,,
392,Food technologist,Female,"1,753","57,619",,,,
359,Food technologist,Male,877,"75,609",,,,
894,Footballer; Soccer player,Female,41,"32,435",,,,
108,Footballer; Soccer player,Male,"2,814","111,068",,,,
847,Footwear factory hand or labourer,Female,119,"34,065",,,,
939,Footwear factory hand or labourer,Male,172,"36,407",,,,
755,Footwear production machine operator,Female,57,"38,401",,,,
797,Footwear production machine operator,Male,71,"46,001",,,,
969,Forestry labourer; Logging worker – forestry,Female,218,"29,046",,,,
744,Forestry labourer; Logging worker – forestry,Male,"2,690","48,530",,,,
172,Forestry production manager,Female,69,"74,667",,,,
250,Forestry production manager,Male,770,"86,581",,,,
551,Forklift driver,Female,"1,038","48,445",,,,
703,Forklift driver,Male,"30,904","50,619",,,,
204,Fraud investigator; Inspector – other regulatory; Investigator – other government,Female,"1,491","71,288",,,,
244,Fraud investigator; Inspector – other regulatory; Investigator – other government,Male,"3,852","87,490",,,,
939,French polisher; Furniture finisher,Female,44,"30,599",,,,
817,French polisher; Furniture finisher,Male,754,"44,955",,,,
1005,Fruit and vegetable factory worker,Female,"2,406","27,180",,,,
987,Fruit and vegetable factory worker,Male,"2,544","33,512",,,,
1070,Fruit and vegetable packer,Female,"5,780","22,728",,,,
1055,Fruit and vegetable packer,Male,"3,846","27,840",,,,
1085,Fruit or nut farm worker,Female,"3,546","19,704",,,,
1075,Fruit or nut farm worker,Male,"6,291","25,572",,,,
977,Fruit or nut grower; Market gardener – fruit,Female,661,"28,616",,,,
882,Fruit or nut grower; Market gardener – fruit,Male,"1,787","40,910",,,,
1092,Fruit or nut picker,Female,"5,409","13,817",,,,
1104,Fruit or nut picker,Male,"7,431","16,490",,,,
263,Funds administrator; Stockbroking clerk,Female,"1,825","65,323",,,,
51,Funds administrator; Stockbroking clerk,Male,"1,313","179,156",,,,
653,Funeral attendant,Female,524,"43,105",,,,
831,Funeral attendant,Male,737,"43,935",,,,
381,Funeral director; Undertaker,Female,798,"58,102",,,,
397,Funeral director; Undertaker,Male,"1,148","73,054",,,,
446,Furniture designer; Industrial designer,Female,672,"53,732",,,,
414,Furniture designer; Industrial designer,Male,"2,517","71,879",,,,
666,Furniture packer; Furniture removalist – driver; Removalist,Female,342,"42,623",,,,
962,Furniture packer; Furniture removalist – driver; Removalist,Male,"5,662","35,220",,,,
4,Futures trader,Female,28,"281,600",,,,
30,Futures trader,Male,281,"264,830",,,,
419,Gallery curator; Museum curator,Female,839,"55,884",,,,
479,Gallery curator; Museum curator,Male,360,"66,240",,,,
837,Gallery or museum guide; Museum or gallery guide,Female,573,"34,470",,,,
932,Gallery or museum guide; Museum or gallery guide,Male,290,"37,096",,,,
683,Gallery or museum technician; Gallery technician; Museum technician; Taxidermist,Female,143,"41,642",,,,
800,Gallery or museum technician; Gallery technician; Museum technician; Taxidermist,Male,188,"45,920",,,,
470,Games programmer; Multimedia specialist,Female,176,"52,643",,,,
535,Games programmer; Multimedia specialist,Male,667,"62,732",,,,
727,Gaming worker,Female,"4,309","39,619",,,,
798,Gaming worker,Male,"3,974","45,965",,,,
907,Garage attendant; Service station attendant,Female,"2,434","31,906",,,,
979,Garage attendant; Service station attendant,Male,"2,678","34,126",,,,
713,Garage mechanic; Motor mechanic – petrol,Female,336,"40,554",,,,
645,Garage mechanic; Motor mechanic – petrol,Male,"53,848","54,352",,,,
791,Garbage collector; Rubbish or recycling collector,Female,137,"36,545",,,,
627,Garbage collector; Rubbish or recycling collector,Male,"2,656","55,379",,,,
974,Garden labourer; Lawn mower,Female,988,"28,702",,,,
974,Garden labourer; Lawn mower,Male,"9,465","34,242",,,,
825,Gardener – general; Horticulturist – general gardening,Female,"2,757","34,770",,,,
852,Gardener – general; Horticulturist – general gardening,Male,"13,567","42,445",,,,
53,Gas or petroleum plant operator,Female,197,"106,000",,,,
81,Gas or petroleum plant operator,Male,"3,689","127,420",,,,
255,Gasfitter; Plumber – gasfitter,Female,12,"65,823",,,,
399,Gasfitter; Plumber – gasfitter,Male,"3,241","72,873",,,,
7,Gastroenterologist,Female,86,"260,925",,,,
10,Gastroenterologist,Male,294,"415,192",,,,
667,Gem cutter and polisher; Goldsmith; Jeweller; Silversmith,Female,762,"42,602",,,,
608,Gem cutter and polisher; Goldsmith; Jeweller; Silversmith,Male,"1,501","56,795",,,,
40,General medical practitioner,Female,"9,434","129,834",,,,
48,General medical practitioner,Male,"11,178","184,639",,,,
496,Genetic counsellor,Female,350,"51,378",,,,
506,Genetic counsellor,Male,63,"64,990",,,,
346,Geographer; Social scientist,Female,813,"59,909",,,,
356,Geographer; Social scientist,Male,440,"75,861",,,,
270,Geographic information systems manager; Spatial scientist – other,Female,360,"64,796",,,,
292,Geographic information systems manager; Spatial scientist – other,Male,712,"82,022",,,,
76,Geologist,Female,"2,432","97,453",,,,
67,Geologist,Male,"7,123","141,307",,,,
47,Geophysicist,Female,259,"117,575",,,,
56,Geophysicist,Male,"1,173","164,930",,,,
117,Geotechnical engineer,Female,282,"82,949",,,,
131,Geotechnical engineer,Male,"1,879","105,900",,,,
590,Glass blower; Hide or skin classer; Model maker – architectural,Female,"1,085","46,786",,,,
483,Glass blower; Hide or skin classer; Model maker – architectural,Male,"10,238","65,931",,,,
521,Glass machine operator; Glassware maker,Female,125,"49,975",,,,
484,Glass machine operator; Glassware maker,Male,"1,749","65,915",,,,
509,Glass plant hand or labourer,Female,101,"50,478",,,,
699,Glass plant hand or labourer,Male,"1,552","50,799",,,,
870,Glazier,Female,53,"33,173",,,,
677,Glazier,Male,"7,425","52,476",,,,
884,Goat farmer or farm overseer,Female,13,"32,761",,,,
991,Goat farmer or farm overseer,Male,26,"33,284",,,,
852,Golfer,Female,69,"33,881",,,,
836,Golfer,Male,905,"43,660",,,,
576,Governess – teaching (pre-primary); Kindergarten teacher; Pre-school teacher,Female,"19,328","47,189",,,,
663,Governess – teaching (pre-primary); Kindergarten teacher; Pre-school teacher,Male,543,"53,120",,,,
371,Governess – teaching (primary level); Infant school teacher; Primary school teacher,Female,"127,197","58,777",,,,
462,Governess – teaching (primary level); Infant school teacher; Primary school teacher,Male,"21,113","67,413",,,,
273,Governess – teaching (secondary level); High school teacher; Secondary school teacher,Female,"85,662","64,600",,,,
410,Governess – teaching (secondary level); High school teacher; Secondary school teacher,Male,"53,848","72,085",,,,
581,Grader operator,Female,82,"47,094",,,,
381,Grader operator,Male,"1,580","73,972",,,,
343,Grain and livestock farmer or farm oveseer; Grazier; Livestock and mixed crop farmer or farm overseer,Female,562,"60,150",,,,
567,Grain and livestock farmer or farm oveseer; Grazier; Livestock and mixed crop farmer or farm overseer,Male,"2,846","60,279",,,,
926,Grain mill worker; Miller – flour or grain,Female,355,"31,215",,,,
671,Grain mill worker; Miller – flour or grain,Male,"1,996","52,707",,,,
1004,"Grain, oilseed or pasture farm worker",Female,393,"27,256",,,,
944,"Grain, oilseed or pasture farm worker",Male,"1,364","36,185",,,,
505,"Grain, oilseed or pasture grower",Female,70,"50,691",,,,
593,"Grain, oilseed or pasture grower",Male,413,"58,055",,,,
662,Grape grower; Viticulturist,Female,146,"42,786",,,,
617,Grape grower; Viticulturist,Male,793,"55,954",,,,
858,Greenkeeper; Groundsperson; Horticulturist – greenkeeping,Female,510,"33,622",,,,
832,Greenkeeper; Groundsperson; Horticulturist – greenkeeping,Male,"13,323","43,907",,,,
226,Guard – prison; Prison officer or warder,Female,"3,219","68,690",,,,
334,Guard – prison; Prison officer or warder,Male,"10,077","77,453",,,,
790,Gunsmith,Female,5,"36,553",,,,
707,Gunsmith,Male,62,"50,461",,,,
761,Gymnast,Female,9,"38,098",,,,
990,Gymnast,Male,9,"33,344",,,,
1059,Gymnastics coach or instructor,Female,"1,314","23,521",,,,
1023,Gymnastics coach or instructor,Male,409,"30,453",,,,
6,Gynaecologist; Obstetrician,Female,570,"264,628",,,,
5,Gynaecologist; Obstetrician,Male,641,"446,507",,,,
973,Handyperson,Female,242,"28,753",,,,
